   0.00000   0.00000   1.00000   0.00000   1.00000   0.00000   0.00000   0.27056   0.55165   0.01612   0.00302   0.08459   0.07348   0.00048   0.00009   2.00000
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.86276   0.04085   0.05140   0.00022   0.04428   0.00023   0.00025   0.00000   1.00000
   0.00000   0.00000   1.00000   1.00000   0.00000   0.00000   0.00000   0.44678   0.16129   0.17701   0.00587   0.18369   0.00740   0.01781   0.00015   1.00000
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.86276   0.04085   0.05140   0.00022   0.04428   0.00023   0.00025   0.00000   1.00000
   1.00000   0.00000   1.00000   0.00000   1.00000   1.00000   0.00000   0.02623   0.44385   0.01379   0.06208   0.05353   0.38594   0.00267   0.01191   2.00000
   0.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   0.00000   0.00066   0.00112   0.11179   0.00014   0.01842   0.01952   0.84834   8.00000
   1.00000   1.00000   0.00000   1.00000   1.00000   1.00000   1.00000   0.00000   0.00010   0.00127   0.01654   0.00106   0.01779   0.14377   0.81946   8.00000
   0.00000   1.00000   0.00000   1.00000   0.00000   0.00000   0.00000   0.20517   0.00971   0.63373   0.00276   0.08435   0.00045   0.06377   0.00007   3.00000
   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   1.00000   0.05509   0.13784   0.03265   0.01773   0.23982   0.48295   0.02741   0.00650   6.00000
   1.00000   1.00000   1.00000   0.00000   0.00000   1.00000   1.00000   0.00107   0.03012   0.04382   0.77156   0.00501   0.02960   0.03941   0.07940   4.00000
   1.00000   1.00000   0.00000   1.00000   0.00000   0.00000   0.00000   0.11263   0.00533   0.34789   0.00151   0.30227   0.00160   0.22851   0.00026   3.00000
   0.00000   1.00000   0.00000   1.00000   0.00000   0.00000   0.00000   0.20517   0.00971   0.63373   0.00276   0.08435   0.00045   0.06377   0.00007   3.00000
   0.00000   0.00000   1.00000   0.00000   0.00000   1.00000   0.00000   0.19952   0.59770   0.10491   0.08360   0.01024   0.00342   0.00051   0.00011   2.00000
   1.00000   0.00000   0.00000   1.00000   1.00000   1.00000   1.00000   0.00003   0.00067   0.00112   0.01465   0.00735   0.12288   0.12736   0.72593   8.00000
   1.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.69164   0.03275   0.04121   0.00018   0.23170   0.00122   0.00131   0.00000   1.00000
   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   0.59576   0.15931   0.03550   0.00087   0.18626   0.02122   0.00105   0.00003   1.00000
   0.00000   1.00000   0.00000   0.00000   1.00000   1.00000   0.00000   0.09488   0.21055   0.38898   0.22960   0.02966   0.02805   0.01153   0.00675   3.00000
