   0.00000   0.00000   1.00000   0.00000   1.00000   0.00000   0.00000   0.00000   0.01907   0.00024   0.00179   0.22977   0.00000   0.00000   0.74913   8.00000
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00131   0.00014   0.00158   0.00123   0.00000   0.00000   0.99574   8.00000
   0.00000   0.00000   1.00000   1.00000   0.00000   0.00000   0.00000   0.00000   0.02274   0.02389   0.00213   0.02701   0.00000   0.00000   0.92423   8.00000
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00131   0.00014   0.00158   0.00123   0.00000   0.00000   0.99574   8.00000
   1.00000   0.00000   1.00000   0.00000   1.00000   1.00000   0.00000   0.00000   0.13098   0.00087   0.01959   0.73132   0.00000   0.00000   0.11724   5.00000
   0.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   0.84793   0.12504   0.02031   0.00002   0.00000   0.00656   0.00006   0.00008   1.00000
   1.00000   1.00000   0.00000   1.00000   1.00000   1.00000   1.00000   0.84830   0.02073   0.12414   0.00633   0.00000   0.00000   0.00042   0.00007   1.00000
   0.00000   1.00000   0.00000   1.00000   0.00000   0.00000   0.00000   0.00000   0.01605   0.13664   0.00562   0.00000   0.00000   0.38543   0.45626   8.00000
   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   1.00000   0.01240   0.06164   0.00885   0.04083   0.62246   0.00000   0.00000   0.25382   5.00000
   1.00000   1.00000   1.00000   0.00000   0.00000   1.00000   1.00000   0.08036   0.84857   0.01062   0.00381   0.00000   0.04416   0.00364   0.00884   2.00000
   1.00000   1.00000   0.00000   1.00000   0.00000   0.00000   0.00000   0.00000   0.00850   0.35605   0.21165   0.00000   0.00000   0.17033   0.25347   3.00000
   0.00000   1.00000   0.00000   1.00000   0.00000   0.00000   0.00000   0.00000   0.01605   0.13664   0.00562   0.00000   0.00000   0.38543   0.45626   8.00000
   0.00000   0.00000   1.00000   0.00000   0.00000   1.00000   0.00000   0.00000   0.22457   0.00035   0.00027   0.02562   0.00000   0.00000   0.74919   8.00000
   1.00000   0.00000   0.00000   1.00000   1.00000   1.00000   1.00000   0.77742   0.01711   0.09470   0.03138   0.07896   0.00000   0.00000   0.00042   1.00000
   1.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00112   0.00060   0.09645   0.00517   0.00000   0.00000   0.89666   8.00000
   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   0.00000   0.00482   0.00045   0.01015   0.04546   0.00000   0.00000   0.93912   8.00000
   0.00000   1.00000   0.00000   0.00000   1.00000   1.00000   0.00000   0.00000   0.52441   0.00576   0.00412   0.00000   0.00000   0.15267   0.31305   2.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   0.00000   1.00000   0.64327   0.02576   0.19158   0.01566   0.00000   0.12281   0.00009   0.00084   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   0.94927   0.02191   0.01751   0.00030   0.00000   0.01098   0.00001   0.00002   1.00000
   1.00000   1.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00660   0.00379   0.09460   0.00000   0.00000   0.15086   0.74414   8.00000
   0.00000   1.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00735   0.00086   0.00148   0.00000   0.00000   0.20112   0.78920   8.00000
   1.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00112   0.00060   0.09645   0.00517   0.00000   0.00000   0.89666   8.00000
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00131   0.00014   0.00158   0.00123   0.00000   0.00000   0.99574   8.00000
   0.00000   1.00000   0.00000   1.00000   0.00000   0.00000   0.00000   0.00000   0.01605   0.13664   0.00562   0.00000   0.00000   0.38543   0.45626   8.00000
   1.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00112   0.00060   0.09645   0.00517   0.00000   0.00000   0.89666   8.00000
   0.00000   0.00000   1.00000   0.00000   1.00000   0.00000   1.00000   0.01422   0.06675   0.00128   0.00197   0.86040   0.00000   0.00000   0.05538   5.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   0.94927   0.02191   0.01751   0.00030   0.00000   0.01098   0.00001   0.00002   1.00000
   1.00000   0.00000   1.00000   1.00000   1.00000   1.00000   1.00000   0.86177   0.01791   0.01323   0.00146   0.10553   0.00000   0.00000   0.00009   1.00000
   1.00000   0.00000   1.00000   1.00000   1.00000   1.00000   1.00000   0.86177   0.01791   0.01323   0.00146   0.10553   0.00000   0.00000   0.00009   1.00000
   1.00000   0.00000   0.00000   1.00000   1.00000   0.00000   0.00000   0.00000   0.00253   0.08578   0.65942   0.11526   0.00000   0.00000   0.13700   4.00000
   1.00000   0.00000   1.00000   0.00000   1.00000   0.00000   1.00000   0.01987   0.01461   0.00138   0.03068   0.92075   0.00000   0.00000   0.01271   5.00000
   0.00000   1.00000   1.00000   0.00000   0.00000   1.00000   1.00000   0.01428   0.96344   0.00245   0.00006   0.00000   0.00524   0.00495   0.00956   2.00000
   1.00000   1.00000   0.00000   1.00000   0.00000   0.00000   0.00000   0.00000   0.00850   0.35605   0.21165   0.00000   0.00000   0.17033   0.25347   3.00000
   1.00000   0.00000   0.00000   1.00000   0.00000   0.00000   1.00000   0.00995   0.00852   0.50152   0.40048   0.04147   0.00000   0.00000   0.03807   3.00000
